id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
342dadc3-318e,2C3CDYBT6DH736700,23500,38000,,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,aloha auto,256 Papalaua St A,Lahaina,HI,96761
bdd0d840-d1e1,2C3CDZBT7KH513469,30128,42165,U2850,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,ferman chrysler dodge jeep ram of wesley chapel,24314 State Road 54,Lutz,FL,33559
54d8ca3f-9cc4,2C3CDZBT0LH142690,35998,29404,P3953,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,hendrick volvo cars of charleston,1464 Savannah Highway,Charleston,SC,29407
761a06c5-5b87,2C3CDZBT9FH895333,28914,67255,U21911510,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,swope mitsubishi of radcliff,253 S Dixie Blvd,Radcliff,KY,40160
ee09b4f2-bb99,2B3LJ54T59H594655,,24857,C1402U,2009,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,"apple chrysler, dodge, jeep, ram of hanover",200 Eisenhower Dr.,Hanover,PA,17331
e497be96-9055,2C3CDYBT3DH541766,22365,71580,69700A,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,bobby rahal lexus,6715 Carlisle Pike,Mechanicsburg,PA,17050
5db37bdb-f660,2C3CDZATXFH764929,25689,59887,FH764929,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,performance autoplex,2215 S 500 W,Bountiful,UT,84010
213edc6a-2bfd,2C3CDZBT0KH737635,33998,7676,19841461,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,carmax hillside (eisenhower expy),101 North Wolf Road,Hillside,IL,60162
a7287e8e-b751,2C3CDZBT3LH124684,34995,31332,30381W,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,lochmandy motors service department,920 North Nappanee Street,Elkhart,IN,46514
a2de1247-e62d,2C3CDZBT3JH280253,36991,16315,6P837,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,kia of carson,22020 Recreation Road,Carson,CA,90745
505de566-359b,2C3CDZBT2KH531359,31999,74271,CGPC41,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,hollywood kia,6011 Pembroke Road,Hollywood,FL,33023
bfa4f15c-efc2,2C3CDZBT6KH552148,27707,21264,G261RMDK,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,east coast auto source,4180 Rocky Ford Road,Bedford,VA,24523
4be77a5a-72f4,2C3CDYBT0EH186394,20900,80678,G2100111,2014,Dodge,Challenger,R/T Classic,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,priority nissan williamsburg,6390 Richmond Rd,Williamsburg,VA,23188
ea422abd-48ce,2C3CDZBT6KH680325,34995,25787,N2148C,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,acra automotive group,1407 North Lincoln,Greensburg,IN,47240
1fdcfccd-dc53,2C3CDZBT4HH604420,35995,37150,295760A,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,lee's summit chrysler jeep dodge,1051 Se Oldham Pkwy,Lee'S Summit,MO,64081
5b84c7b5-5da4,2C3CDZBT4JH175382,39777,30637,P8223,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,bleecker chevrolet,1200 E Cumberland St,Dunn,NC,28334
7fadc638-6724,2C3CDZBT0LH142690,35998,29404,P3953,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,mercedes-benz of durham,110 Kentington Dr.,Durham,NC,27713
0922e8ee-c49b,2C3CDYBT8EH196767,23994,59874,56955,2014,Dodge,Challenger,R/T Classic,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,wholesale inc.,8037 Eastgate Blvd,Mount Juliet,TN,37122
d6a765bf-ef9b,2C3CDYBT8DH700314,18383,101835,3292,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,consign my vehicle,4460 Tradition Trail # 201,Plano,TX,75093
3d8953ca-c241,2C3CDZBTXLH203883,50000,197,C21009A,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,chapman choice,4646 E. 22nd St.,Tempe,AZ,85283
88a7feef-4ec5,2C3CDZAT0FH711270,29536,33109,711270,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,auto kings,344 Northeast 3Rd Street,Bend,OR,97701
6bf8db01-0528,2C3CDZBT3KH629476,,29742,204860,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,ken fowler mazda,1265 Airport Park Boulevard,Ukiah,CA,95482
04aa7c7d-0574,2C3CDZBT7HH514520,32500,1247,19A08-35,2017,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,choice motor group,16000 North 80th Street C,Scottsdale,AZ,85260
b786a86c-1408,2C3CDZBT6JH246713,,12530,,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,ss auto pro's,703 West Allegan Street,Otsego,MI,49078
792bca60-7cba,2B3CJ5DT1AH157949,14999,121372,L82100A,2010,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,athens dodge chrysler jeep ram,4145 Atlanta Hwy,Athens,GA,30606
99d9e22e-6ee9,2C3CDZBT8JH322660,38900,9652,SA42660,2018,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,bmw of murrieta,41430 Auto Mall Parkway,Murrieta,CA,92562
54f88ce8-650a,2C3CDZBT6JH123607,31597,39317,EL1156A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,hertrich chevrolet of dover,1450 S Dupont Hwy,Dover,DE,19901
2763b93f-7bfc,2C3CDZAT7FH715025,27000,64195,DM53707B,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,hendrick mini,7036 E Independence Blvd,Charlotte,NC,28227
82eae88e-056b,2B3CJ5DT4AH318374,,97266,13164,2010,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,premium finance,11626 Beach Blvd,Stanton,CA,90680
43b21b67-036f,2C3CDZBT8HH669254,29900,52836,M00705A,2017,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,rick hendrick chevrolet naples,5665 N. Airport Pulling Road,Naples,FL,34109
ebbc6a9a-c1fd,2B3CJ5DT8AH319544,,87359,A24329B,2010,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,melloy nissan,7707 Lomas Blvd Ne,Albuquerque,NM,87110
037023b9-227c,2C3CDZBT0JH143156,32996,30545,TJH143156,2018,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,capitol hyundai montgomery,2820 Eastern Boulevard,Montgomery,AL,36116
69ec038c-95dd,2C3CDZBT5KH744127,36588,9756,11250,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,saitta trudeau chry-jeep-dodge,1541 E Wahkiakum Ave,Pahrump,NV,89048
24e0971f-965a,2C3CDYBT5EH225528,23765,57868,XR5819A,2014,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,hendrick toyota concord,7670 Bruton Smith Blvd,Concord,NC,28027
08e9e5ef-9ac9,2C3CDZBT7GH202213,,49079,H247130A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,haley south inc,10724 Jefferson Davis Highway,Chester,VA,23831
cc8aaf82-e5d2,2C3CDZATXFH712166,,88314,TY210959B,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,shelor motor mile,2260 Roanoke Street,Christiansburg,VA,24073
27adc9bd-19b4,2C3CDZBT1KH612482,40990,23432,PC7254,2019,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,bay chrysler dodge jeep ram,636 W 15th St,Panama City,FL,32401
20211e61-aae0,2C3CDZBT3JH211675,32990,22179,25P1875,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,jaguar greensboro,1205 Bridford Pkwy,Greensboro,NC,27407
c9310156-d686,2C3CDZBT2GH221932,30154,20822,GH221932,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,mega car deal,5377 41 South,Terre Haute,IN,47802
a39f6aee-2377,2C3CDZBT2JH204233,29717,65502,I7222A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,all american chrysler dodge jeep ram,8716 East Highway 84,Slaton,TX,79364
fb0f4416-42e9,2C3CDZAT6FH717817,27863,70166,27T6399,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,jeff wyler eastgate chevrolet,1117 State Route 32,Batavia,OH,45103
be26a513-214e,2C3CDZBTXHH594508,31988,44040,HH594508,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,alm newnan,40 International Park,Newnan,GA,30265
580fbd28-2779,2C3CDZBT4FH717233,29350,51737,FH717233,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,joe machens volkswagen of columbia,1200 Vandiver Dr.,Columbia,MO,65202
b35a8d1a-182c,2C3CDYBT9DH535311,26999,20266,11664Z,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,holiday chrysler dodge jeep,815 S Rolling Meadows Dr,Fond Du Lac,WI,54937
3b30282d-0fca,2C3CDZBT9JH327303,33808,23236,TU3214,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,coughlin marysville chrysler jeep dodge ram,15777 Watkins Rd,Marysville,OH,43040
5573aa76-a613,2C3CDZBT1JH146549,41495,7254,VI18335,2018,Dodge,Challenger,T/A,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,dorschel automotive group,3817 West Henrietta Road,Rochester,NY,14623
ab3af318-a6f3,2C3CDZBT3LH118514,32697,23433,2C3CDZBT3LH118514,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,avis car sales,1600 East Airport Freeway,Irving,TX,75062
ef3db77b-d963,2C3CDZBT6LH173099,38888,8486,CVD21059A,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,tacoma dodge chrysler jeep ram,4101 S Tacoma Way,Tacoma,WA,98409
ff291c2c-e1fa,2C3CDZBT2JH199583,31500,30058,RU821,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,tasca chrysler dodge jeep ram,9 Post Rd,Westerly,RI,02891
3be17a1f-8b93,2C3CDZBTXJH122055,36900,10223,B6189,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,shenango auto mall,2515 Ellwood Road,Castle,PA,16101
3b8b25a0-2e5b,2C3CDZBT9KH629417,33992,25447,KH629417,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,sterling mccall ford,6445 Southwest Freeway,Houston,TX,77074
a448d39f-a949,2C3CDZBT4HH640656,33082,36543,P2904,2017,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,courtesy chrysler dodge jeep ram,8455 Mall Pkwy,Lithonia,GA,30038
0e0cc9d1-6924,2C3CDZBT0GH236817,,28475,C42968A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,southside used,807 Southeast Military Drive,San Antonio,TX,78214
c8c0b6cc-91a4,2C3CDZBT0FH911273,23888,119474,12310,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,shottenkirk honda of davis,4343 Chiles Rd,Davis,CA,95618
fde46543-91d6,2C3CDZBTXJH219515,36991,18813,M31239A,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Premium Unleaded,5.7,V,hendrick chevrolet shawnee mission,8300 Shawnee Mission Parkway,Merriam,KS,66202
645ddbec-a217,2C3CDZBT0LH122228,47940,3506,10812A,2020,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jeff belzer's chevrolet,21111 Cedar Avenue,Lakeville,MN,55044
2bbc3df3-38ab,2C3CDZAT7FH710651,,100565,FH710651,2015,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Unleaded,5.7,V,lrg motors,5505 Moreno Street # 105,Montclair,CA,91763
cf16c493-3b19,2B3LJ54T09H609000,17500,123000,9H609000,2009,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,franklin nissan,705 Jamestown Street,Columbia,KY,42728
27cda83b-b6e8,2C3CDZBT8GH177838,31000,24405,W5641A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,holiday chevrolet buick gmc,321 N Rolling Meadows Dr,Fond Du Lac,WI,54937
3b6f983a-29b3,2B3LJ54T99H546477,15477,134405,R0466B,2009,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jimmy britt chrysler dodge jeep ram,2054 441,Dublin,GA,31021
6186d724-9b1a,2C3CDZBT9GH315211,29754,47772,5125911A,2016,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jeff wyler toyota of springfield,2237 West First Street,Springfield,OH,45504
da438092-9701,2C3CDZBT8KH591212,,4070,P4689,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,warrensburg ford,330 E. Young,Warrensburg,MO,64093
1d14e91a-5fd6,2C3CDZBT6JH270381,25499,102185,D210328,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,automotive connection,5210 Dixie Hwy,Fairfield,OH,45014
20430b3f-8f87,2C3CDYBT5DH500491,23660,40393,DH500491,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,autonation toyota libertyville,1180 South Milwaukee Ave.,Libertyville,IL,60048
6a7c65e9-73d3,2C3CDZBT1KH552218,33900,8613,C09539C,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,piedmont honda,4011 Clemson Blvd,Anderson,SC,29621
63ea5d03-7779,2C3CDZBT1JH255206,38990,16411,J0006,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jts chrysler dodge jeep ram fiat,4838 Sunset Blvd,Lexington,SC,29072
15aa3d84-770d,2C3CDZBT4JH228422,33998,7397,JH228422,2018,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,autonation chevrolet doral,1201 Nw 89th Court,Miami,FL,33172
7ac260a0-2dc0,2C3CDZBT0KH525253,30787,53054,210577A,2019,Dodge,Challenger,R/T,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,hudson auto group,2210 Gallatin Pike N,Madison,TN,37115
7a98eaca-b37e,2C3CDZBT3JH202667,40250,24739,CP3218,2018,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,jones toyota,1508 Belair Road,Bel Air,MD,21014
0810262f-4765,2C3CDYBT6DH723722,,127212,6092,2013,Dodge,Challenger,R/T,Coupe,Car,RWD,Manual,Unleaded,5.7,V,autodeals,27467 Mission Blvd,Hayward,CA,94544
